identifier,,Unnamed: 0,identifier,topic_num,weight,Department,title,identifier1,topic_num1,weight1,Department1,title1,source,target
f33b5xbq,848386,848387,f33b5xbq,topic25,0.0013989801240000001,Music,A Historical and Performance Companion to the Art Song of the 16th Century Spanish Vihuelistas With Texts and Translations,f3j38qpg,topic25,0.04687720703,Chemical Engineering,Mechanisms of rare events in condensed phases,205,968
f33b5xbq,848453,848454,f33b5xbq,topic25,0.0013989801240000001,Music,A Historical and Performance Companion to the Art Song of the 16th Century Spanish Vihuelistas With Texts and Translations,f3kh0kf3,topic25,0.07624683563,"Geography, Joint Program SDSU",Statistics for Time-Series Spatial Data: Applying Survival Analysis to Study Land-Use Change,205,1046
f33b5xbq,849328,849329,f33b5xbq,topic7,0.008876690143999999,Music,A Historical and Performance Companion to the Art Song of the 16th Century Spanish Vihuelistas With Texts and Translations,f3891429,topic7,0.01263477631,Chemical Engineering,Adhesion and detachment of capsules in flow,205,501
f33b5xbq,849934,849935,f33b5xbq,topic7,0.008876690143999999,Music,A Historical and Performance Companion to the Art Song of the 16th Century Spanish Vihuelistas With Texts and Translations,f3nc5z56,topic7,0.021789569249999998,Mechanical Engineering,Secure Control Systems: A Control-Theoretic Approach to Cyber-Physical Security,205,1155
f33b5zxr,850700,850701,f33b5zxr,topic13,0.1120286023,Education,Teachers' and Administrators' Views of Organizational Improvement and Student Success in a Themed Professional Learning Community,f3mw2f3t,topic13,0.0077721197700000005,Education,"Towards an Operational Definition of Effective Co-Teaching: Instrument Development, Validity, and Reliability",206,1127
f33b5zxr,852496,852497,f33b5zxr,topic25,0.05026041243,Education,Teachers' and Administrators' Views of Organizational Improvement and Student Success in a Themed Professional Learning Community,f3rv0kwx,topic25,0.07122891825,Chemistry and Biochemistry,Design and Development of Donor-Acceptor Stenhouse Adducts : A New Visible Light Activated Photochromic Compound,206,1364
f33b5zxr,852564,852565,f33b5zxr,topic25,0.05026041243,Education,Teachers' and Administrators' Views of Organizational Improvement and Student Success in a Themed Professional Learning Community,f3t43r53,topic25,0.01625341369,Film and Media Studies,"Marshall Plan Films in Italy, 1948--1955: Cinema as Soft Power",206,1441
f33b5zxr,850897,850898,f33b5zxr,topic17,0.3425217572,Education,Teachers' and Administrators' Views of Organizational Improvement and Student Success in a Themed Professional Learning Community,f37942sq,topic17,0.01442166197,Education,An evaluation of English versus Spanish language choice during conversation training intervention for children with autism,206,437
f33b5zxr,851700,851701,f33b5zxr,topic25,0.05026041243,Education,Teachers' and Administrators' Views of Organizational Improvement and Student Success in a Themed Professional Learning Community,f37h1gjg,topic25,0.001044068565,Religious Studies,Interstitial Religion: Approaches to the Study of Religion on the Middle Ground,206,450
f33f4mhw,853764,853765,f33f4mhw,topic7,0.02008317711,Sociology,Between Black and Brown: Blaxican Identity and Experience in the United States,f357190v,topic7,0.3056940342,"Counseling, Clinical and School Psychology",Incorporating a Data Collection Component into Parent Education Sessions of Parents of Children with Autism,207,310
f33f4mhw,853323,853324,f33f4mhw,topic1,0.03594756691,Sociology,Between Black and Brown: Blaxican Identity and Experience in the United States,f3qf8r2t,topic1,0.004214829029,Global and International Studies,The Practice of Food Sovereignty and Buen Vivir in Ecuador's Sierra Region,207,1282
f33f4mhw,853533,853534,f33f4mhw,topic13,0.05385728571000001,Sociology,Between Black and Brown: Blaxican Identity and Experience in the United States,f3pn93jc,topic13,0.4228371999,Education,Examining Online Forum Discussions as Practices of Digital Literacy in College-Level ESL Writing,207,1231
f33f4mhw,853979,853980,f33f4mhw,topic7,0.02008317711,Sociology,Between Black and Brown: Blaxican Identity and Experience in the United States,f3930r4h,topic7,0.1726688975,"Geography, Joint Program SDSU","Land-Cover and Land-Use Change in Human-Environment Systems: Understanding Complex Interactions among Policy and Management, Livelihoods, and Conservation",207,544
f33f4mhw,855091,855092,f33f4mhw,topic8,0.01798248117,Sociology,Between Black and Brown: Blaxican Identity and Experience in the United States,f38050qk,topic8,0.07785486997,Psychology,Binge Alcohol Drinking Elicits a Persistent Negative Affective State in Mice,207,479
f33f4mjb,857653,857654,f33f4mjb,topic7,0.15969832720000002,Education,The Role of Teachers in Influencing the Development of Adolescents' Possible Selves,f3x63k29,topic7,0.0113692036,Chemistry,"Understanding Multiple Bonding Interactions with Uranium and the Group 16 Elements (E = Oxygen, Sulfur, Selenium, Tellurium)",208,1626
f33f4mjb,856659,856660,f33f4mjb,topic7,0.15969832720000002,Education,The Role of Teachers in Influencing the Development of Adolescents' Possible Selves,f398850f,topic7,0.10359201960000002,Geography,"Glacial areas, lakes areas, and snowlines from 1975-2012: Status of the Cordillera Vilcanota, including the Quelccaya Ice Cap, northern central Andes, Peru",208,557
f33f4mjb,857414,857415,f33f4mjb,topic7,0.15969832720000002,Education,The Role of Teachers in Influencing the Development of Adolescents' Possible Selves,f3rx9976,topic7,0.04282206201,Education,Common Core Argument Writing Practices in an Upper Elementary Classroom,208,1368
f33f4mjb,856495,856496,f33f4mjb,topic7,0.15969832720000002,Education,The Role of Teachers in Influencing the Development of Adolescents' Possible Selves,f36971hj,topic7,0.014154285130000001,Computer Science,Mining and Modeling of Large and Time-Evolving Graphs,208,377
f33f4mjb,856721,856722,f33f4mjb,topic7,0.15969832720000002,Education,The Role of Teachers in Influencing the Development of Adolescents' Possible Selves,f3bg2kxm,topic7,0.001612118729,Electrical and Computer Engineering,Distributed Smoothing Based on Relative Measurements,208,625
f33f4mks,859842,859843,f33f4mks,topic25,0.001429347621,Physics,Holographic Applications for Black Holes and Condensed Matter,f3b27shg,topic25,0.01891091402,Chemistry,Synthesis and characterization of PDMS-based block copolymers toward sub-10nm nanopatterning,209,606
f33f4mks,861198,861199,f33f4mks,topic7,0.0018337478529999998,Physics,Holographic Applications for Black Holes and Condensed Matter,f33f4mr1,topic7,0.0015066919899999998,Theater Studies,"Employing Africa in the Broadway Musical: Artistic Labors and Contested Meanings of the Racial Body, from 1903 to 2009",209,210
f33f4mks,859580,859581,f33f4mks,topic25,0.001429347621,Physics,Holographic Applications for Black Holes and Condensed Matter,f3513wch,topic25,0.0017147084270000001,Psychological and Brain Sciences,From Positive Emotions to Health Outcomes : Understanding Mechanisms,209,301
f33f4mks,858612,858613,f33f4mks,topic19,0.0005070000000000001,Physics,Holographic Applications for Black Holes and Condensed Matter,f37m064f,topic19,0.00032900000000000003,Geography,Urban forest ecosystem analysis using fused airborne hyperspectral and lidar data,209,458
f33f4mks,858512,858513,f33f4mks,topic19,0.0005070000000000001,Physics,Holographic Applications for Black Holes and Condensed Matter,f35b00d5,topic19,0.000317,Mechanical Engineering,On two-layer analytical models for gravity currents and internal bores,209,318
f33f4mqk,864124,864125,f33f4mqk,topic25,0.012447823359999999,Spanish and Portuguese,Homoerotismo literario: El punto de encuentro de la gaydad mexicana,f3z0365b,topic25,0.006682530736999999,Political Science,California's Movement to Legalize Marijuana: Discursive Opportunity Structures in Prop 19,210,1671
f33f4mqk,864099,864100,f33f4mqk,topic25,0.012447823359999999,Spanish and Portuguese,Homoerotismo literario: El punto de encuentro de la gaydad mexicana,f3xg9p88,topic25,0.02840238602,Geological Sciences,Regional Benthic Foraminiferal Oxygen Isotope Stacks for the Last Glacial Cycle,210,1642
f33f4mqk,863068,863069,f33f4mqk,topic25,0.012447823359999999,Spanish and Portuguese,Homoerotismo literario: El punto de encuentro de la gaydad mexicana,f37s7krf,topic25,0.01897580418,Electrical and Computer Engineering,Indium Phosphide Heterojunction Bipolar Transistors with Emitter Regrowth by Molecular Beam Epitaxy,210,466
f33f4mqk,863201,863202,f33f4mqk,topic25,0.012447823359999999,Spanish and Portuguese,Homoerotismo literario: El punto de encuentro de la gaydad mexicana,f3bc3wpj,topic25,0.01247151242,Geological Sciences,"Modeling Fluid-Rock Interaction, Melt-Rock Interaction, and Silicate Melt Properties at Crustal to Planetary Interior Conditions",210,622
f33f4mqk,864385,864386,f33f4mqk,topic7,0.0026343029129999996,Spanish and Portuguese,Homoerotismo literario: El punto de encuentro de la gaydad mexicana,f3542kk4,topic7,0.05325378996999999,Computer Science,Chaperone Interactions in the Endoplasmic Reticulum of Yeast,210,303
f33f4mr1,868338,868339,f33f4mr1,topic25,0.001174418069,Theater Studies,"Employing Africa in the Broadway Musical: Artistic Labors and Contested Meanings of the Racial Body, from 1903 to 2009",f3pg1pw4,topic25,0.0076177151410000005,Sociology,Smart Growth Machines: The Political Economy of Sustainable Place,211,1223
f33f4mr1,869342,869343,f33f4mr1,topic7,0.0015066919899999998,Theater Studies,"Employing Africa in the Broadway Musical: Artistic Labors and Contested Meanings of the Racial Body, from 1903 to 2009",f36w988x,topic7,0.008344815675,Physics,Searching for Causality in AdS/CFT,211,414
f33f4mr1,869695,869696,f33f4mr1,topic7,0.0015066919899999998,Theater Studies,"Employing Africa in the Broadway Musical: Artistic Labors and Contested Meanings of the Racial Body, from 1903 to 2009",f3f47m8w,topic7,0.008129121197000001,Electrical and Computer Engineering,Development of CMOS integrated nanopore detectors for biomolecules,211,792
f33f4mr1,866178,866179,f33f4mr1,topic17,0.000302,Theater Studies,"Employing Africa in the Broadway Musical: Artistic Labors and Contested Meanings of the Racial Body, from 1903 to 2009",f3q81b68,topic17,0.09311076006,Religious Studies,Huskerdom: Nebraska Football Fans and American Religion,211,1269
f33f4mr1,869702,869703,f33f4mr1,topic7,0.0015066919899999998,Theater Studies,"Employing Africa in the Broadway Musical: Artistic Labors and Contested Meanings of the Racial Body, from 1903 to 2009",f3f769r3,topic7,0.15701343339999999,Education - Gevirtz Graduate School,Student Satisfaction with Online Learning,211,800
f33f4msg,873325,873326,f33f4msg,topic26,0.42913645009999996,Computer Science - Engineering,Efficient Similarity Search with Cache-Conscious Data Traversal,f3jw8c09,topic26,0.04861642357,Electrical and Computer Engineering,Light extraction from gallium nitride-based light emitting diodes with a noninvasive two-dimensional photonic crystal,212,1015
f33f4msg,871300,871301,f33f4msg,topic19,0.000395,Computer Science - Engineering,Efficient Similarity Search with Cache-Conscious Data Traversal,f3k935h3,topic19,0.00035,Chemical Engineering,New computational methods for solute precipitate nucleation,212,1035
f33f4msg,874486,874487,f33f4msg,topic7,0.05786198133999999,Computer Science - Engineering,Efficient Similarity Search with Cache-Conscious Data Traversal,f3qf8r1c,topic7,0.0009279999999999999,History,The Public History of a Concentration Camp: Historical Tales of Tragedy and Hope at the National Stadium of Chile,212,1281
f33f4msg,872641,872642,f33f4msg,topic25,0.260701107,Computer Science - Engineering,Efficient Similarity Search with Cache-Conscious Data Traversal,f3ns0rvx,topic25,0.004515536843,Economics,The Effect of Flood Risk on Housing Choices and Community Hazard Mitigation,212,1181
f33f4msg,873748,873749,f33f4msg,topic7,0.05786198133999999,Computer Science - Engineering,Efficient Similarity Search with Cache-Conscious Data Traversal,f3833q04,topic7,0.01250868704,Chemical Engineering,A Multiscale Study of Water via the Relative Entropy,212,485
f33f4mtx,876915,876916,f33f4mtx,topic7,0.01675257038,Chemistry,The effect of nitrogen functionalities on the durability of Pt on carbon black fuel cell electrodes,f3d21vs7,topic7,0.1270559217,"Ecology, Evolution and Marine Biology",Coastal ocean pH variability in the context of global change biology,213,728
f33f4mtx,876398,876399,f33f4mtx,topic6,0.036169621939999994,Chemistry,The effect of nitrogen functionalities on the durability of Pt on carbon black fuel cell electrodes,f3qn64pr,topic6,0.03989443815,Music,Part One: Toward the Transcendental Structures of Music; Part Two: A Portfolio of Compositions,213,1289
f33f4mtx,877188,877189,f33f4mtx,topic7,0.01675257038,Chemistry,The effect of nitrogen functionalities on the durability of Pt on carbon black fuel cell electrodes,f3jw8c3n,topic7,0.017359364630000002,Film and Media Studies,"Soviet Eccentrism: ""A Can-Can on the Tightrope of Logic""",213,1017
f33f4mtx,876986,876987,f33f4mtx,topic7,0.01675257038,Chemistry,The effect of nitrogen functionalities on the durability of Pt on carbon black fuel cell electrodes,f3fb50x8,topic7,0.006521334314,Mathematics,High Distance Heegaard Splittings via Dehn Twists,213,802
f33f4mtx,875519,875520,f33f4mtx,topic25,0.0370615717,Chemistry,The effect of nitrogen functionalities on the durability of Pt on carbon black fuel cell electrodes,f3hd7sn8,topic25,0.002239589338,East Asian Languages and Cultures,"How Far Is Beijing? Gender and the Capital in Tie Ning's How Far Is Forever and ""Night of the Spring Breeze""",213,921
f33f4pft,882482,882483,f33f4pft,topic7,0.0018884029749999998,Mechanical Engineering,Path Planning Algorithms for Robotic Agents,f3qc01dw,topic7,0.1466474915,Anthropology,Welfare Tradeoff Ratios and Emotions: Psychological Foundations of Human Reciprocity,214,1272
f33f4pft,879260,879261,f33f4pft,topic19,0.000522,Mechanical Engineering,Path Planning Algorithms for Robotic Agents,f3j101b0,topic19,0.000314,Materials,Effects of Fiber Architecture on Damage and Failure in C/SiC Composites,214,963
f33f4pft,878809,878810,f33f4pft,topic19,0.000522,Mechanical Engineering,Path Planning Algorithms for Robotic Agents,f3513w5t,topic19,0.03441560141,English,The Capacity to Foresee and Forestall Lost: Tracing the Ecocritical Response to Climate Change,214,299
f33f4pft,879511,879512,f33f4pft,topic19,0.000522,Mechanical Engineering,Path Planning Algorithms for Robotic Agents,f3r78c4d,topic19,0.00038700000000000003,"Counseling, Clinical and School Psychology",Standardized Cognitive Assessments in Children with Autism,214,1325
f33f4pft,878362,878363,f33f4pft,topic17,0.000379,Mechanical Engineering,Path Planning Algorithms for Robotic Agents,f3gh9g1z,topic17,0.055119100629999994,Film and Media Studies,Screening Human Rights: A media ethnography of the Human Rights Film Network and its festivals,214,874
f33j39x6,884734,884735,f33j39x6,topic25,0.02776390935,Education,We're Not Alone: An Analysis of the Relationship Between Program Design and Teacher Candidate Interaction and Support in a Teacher Education Program Employing a Cohort System,f3hq3wvs,topic25,0.05197391677,Materials,"Characterization of Polar, Semi-Polar, and Non-Polar p-n Homo and Hetero-junctions grown by Ammonia Molecular Beam Epitaxy",215,940
f33j39x6,883912,883913,f33j39x6,topic17,0.256674925,Education,We're Not Alone: An Analysis of the Relationship Between Program Design and Teacher Candidate Interaction and Support in a Teacher Education Program Employing a Cohort System,f3rj4gcc,topic17,0.000685,Linguistics,A Study of the Interaction of the Microprosodic Effects of Prevocalic Consonants and Tone in Navajo,215,1342
f33j39x6,884388,884389,f33j39x6,topic25,0.02776390935,Education,We're Not Alone: An Analysis of the Relationship Between Program Design and Teacher Candidate Interaction and Support in a Teacher Education Program Employing a Cohort System,f39021xv,topic25,0.0014829997920000001,Spanish,"A contracorriente : la escritura y la muerte del autor en Mexico, 1968-1985. Miradas a la obra de Salvador Elizondo, Julieta Campos y Tomas Segovia",215,540
f33j39x6,884642,884643,f33j39x6,topic25,0.02776390935,Education,We're Not Alone: An Analysis of the Relationship Between Program Design and Teacher Candidate Interaction and Support in a Teacher Education Program Employing a Cohort System,f3ft8j4j,topic25,0.389824994,Computer Science,Designing reliable networks-on-chip at the end of traditional cmos scaling,215,832
f33j39x6,885182,885183,f33j39x6,topic25,0.02776390935,Education,We're Not Alone: An Analysis of the Relationship Between Program Design and Teacher Candidate Interaction and Support in a Teacher Education Program Employing a Cohort System,f3tb14wc,topic25,0.04370540171,Chemical Engineering,Fundamental Investigations of Phase Separation in Multiphase Fluids,215,1451
f33j39zn,889953,889954,f33j39zn,topic7,0.3247132539,Communication,The Confidant Response Model: Examining the Impact of Structure on Response Decisions for Recipients of Distressing Disclosures,f3wq01xm,topic7,0.003159816782,Mechanical Engineering,Design of frequency dividers using nonlinear resonances,216,1594
f33j39zn,888926,888927,f33j39zn,topic7,0.3247132539,Communication,The Confidant Response Model: Examining the Impact of Structure on Response Decisions for Recipients of Distressing Disclosures,f3833q5c,topic7,0.09966994842,Economics,Three Essays in Health Economics,216,487
f33j39zn,888061,888062,f33j39zn,topic25,0.0014829997920000001,Communication,The Confidant Response Model: Examining the Impact of Structure on Response Decisions for Recipients of Distressing Disclosures,f3k64g81,topic25,0.16809720109999998,Economics,Turn-Taking Mechanisms in the Repeated Volunteer's Dilemma,216,1032
f33j39zn,889069,889070,f33j39zn,topic7,0.3247132539,Communication,The Confidant Response Model: Examining the Impact of Structure on Response Decisions for Recipients of Distressing Disclosures,f3br8q5f,topic7,0.017855337880000002,Media Arts and Technology,Real-Time Meta-Programming for Interactive Computational Arts,216,643
f33j39zn,888693,888694,f33j39zn,topic7,0.3247132539,Communication,The Confidant Response Model: Examining the Impact of Structure on Response Decisions for Recipients of Distressing Disclosures,f33x84q4,topic7,0.001172189036,Biomolecular Science and Engineering,Interfacial Transport Processes in Microfluidic Systems for Precision Surface Enhanced Raman Spectroscopy,216,236
f33j3b3v,890181,890182,f33j3b3v,topic19,0.0005070000000000001,Chemistry,"I. Green Chemistry and Metathesis II. Copper Hydride 1,2- and 1,4-Reductions of Enones",f3668d0q,topic19,0.00890182647,Media Arts and Technology,"Articulating Space : Geometric Algebra for Parametric Design - Symmetry, Kinematics, and Curvature",217,376
f33j3b3v,891440,891441,f33j3b3v,topic25,0.160613154,Chemistry,"I. Green Chemistry and Metathesis II. Copper Hydride 1,2- and 1,4-Reductions of Enones",f37p8wjt,topic25,0.06819245536,Education,Italian Teachers' Intercultural Pedagogical Strategies in Multicultural Classroom,217,463
f33j3b3v,891418,891419,f33j3b3v,topic25,0.160613154,Chemistry,"I. Green Chemistry and Metathesis II. Copper Hydride 1,2- and 1,4-Reductions of Enones",f37942t5,topic25,0.06994191468,Feminist Studies,"Learn, Respect, Enjoy On Sex Education in Iran",217,438
f33j3b3v,893277,893278,f33j3b3v,topic7,0.0018337478529999998,Chemistry,"I. Green Chemistry and Metathesis II. Copper Hydride 1,2- and 1,4-Reductions of Enones",f3gf0rfj,topic7,0.001318556378,Mechanical Engineering,Nanofluidic Energy Conversion Using pnc-Silicon Membranes,217,863
f33j3b3v,893412,893413,f33j3b3v,topic7,0.0018337478529999998,Chemistry,"I. Green Chemistry and Metathesis II. Copper Hydride 1,2- and 1,4-Reductions of Enones",f3jq0z68,topic7,0.004638822694,Geological Sciences,"The Metamorphic and Magmatic History of the Ross Orogen in Southern Victoria Land, Antarctica",217,1006
f33j3b5r,895969,895970,f33j3b5r,topic25,0.07708619502,Computer Science,Connecting text with knowledge,f3m906rt,topic25,0.1589799348,Media Arts and Technology,Bridging Dimensions in Visualization,218,1092
f33j3b5r,897074,897075,f33j3b5r,topic7,0.0014802904500000001,Computer Science,Connecting text with knowledge,f36t0jk5,topic7,0.043066234589999995,Sociology,The Informal Economy of the Ivory Tower: A Case Study in the University Industrial Complex,218,405
f33j3b5r,897762,897763,f33j3b5r,topic7,0.0014802904500000001,Computer Science,Connecting text with knowledge,f3n877rv,topic7,0.00324062533,Chemistry,A Synthetic Approach Towards Paecilospirone,218,1149
f33j3b5r,897514,897515,f33j3b5r,topic7,0.0014802904500000001,Computer Science,Connecting text with knowledge,f3gm8581,topic7,0.001223103351,Environmental Science and Management,Spatial estimates of snow water equivalent in the Sierra Nevada,218,879
f33j3b5r,895837,895838,f33j3b5r,topic25,0.07708619502,Computer Science,Connecting text with knowledge,f3hq3wvs,topic25,0.05197391677,Materials,"Characterization of Polar, Semi-Polar, and Non-Polar p-n Homo and Hetero-junctions grown by Ammonia Molecular Beam Epitaxy",218,940
f33n21bx,899063,899064,f33n21bx,topic25,0.000977,Chemistry,Solid state chemistry of platinum group and noble metal oxides: Implications for heterogeneous catalysis,f3k35rtv,topic25,0.02748962175,"Molecular, Cellular, and Developmental Biology",Wet Adhesion : The Advancement from Mussel Plaques to Applications,219,1026
f33n21bx,900023,900024,f33n21bx,topic7,0.050708105610000005,Chemistry,Solid state chemistry of platinum group and noble metal oxides: Implications for heterogeneous catalysis,f3610xhw,topic7,0.02636298901,Sociology,If These Walls Could Talk : A Global Ethnography of Sea Change,219,362
f33n21bx,898438,898439,f33n21bx,topic25,0.000977,Chemistry,Solid state chemistry of platinum group and noble metal oxides: Implications for heterogeneous catalysis,f3513wch,topic25,0.0017147084270000001,Psychological and Brain Sciences,From Positive Emotions to Health Outcomes : Understanding Mechanisms,219,301
f33n21bx,900582,900583,f33n21bx,topic7,0.050708105610000005,Chemistry,Solid state chemistry of platinum group and noble metal oxides: Implications for heterogeneous catalysis,f3j1019j,topic7,0.09367698224,"Counseling, Clinical and School Psychology",Complex Traumatic Stress in Substance Abuse Treatment,219,962
f33n21bx,898817,898818,f33n21bx,topic25,0.000977,Chemistry,Solid state chemistry of platinum group and noble metal oxides: Implications for heterogeneous catalysis,f3d798mq,topic25,0.02049850981,Chemistry and Biochemistry,Molecular Ordering in Functional Blends of Organic Semiconductors,219,739
f33n21cc,905538,905539,f33n21cc,topic7,0.001422143751,Electrical and Computer Engineering,"Low Delay, Low Complexity Multimode Tree Coding and Practical Rate Distortion Bounds for Speech",f3mk6b2j,topic7,0.002554640519,Physics,Search for supersymmetry at CMS in events with b-tagged jets and missing transverse energy at 8 TeV / by Kristen Flowers,220,1114
f33n21cc,901297,901298,f33n21cc,topic17,0.000285,Electrical and Computer Engineering,"Low Delay, Low Complexity Multimode Tree Coding and Practical Rate Distortion Bounds for Speech",f3445jd9,topic17,0.001628989067,Statistics and Applied Probability,Latent Degree Graph Models for Social Networks,220,245
f33n21cc,902782,902783,f33n21cc,topic19,0.000393,Electrical and Computer Engineering,"Low Delay, Low Complexity Multimode Tree Coding and Practical Rate Distortion Bounds for Speech",f3sf2tc1,topic19,0.00037400000000000004,Electrical and Computer Engineering,Modeling Eye Tracking Data with Application to Object Detection,220,1402
f33n21cc,903734,903735,f33n21cc,topic25,0.0179430587,Electrical and Computer Engineering,"Low Delay, Low Complexity Multimode Tree Coding and Practical Rate Distortion Bounds for Speech",f3k935qs,topic25,0.0644742044,Chemical Engineering,Understanding and Controlling Light Alkane Reactivity on Metal Oxides : Optimization Through Doping,220,1038
f33n21cc,905027,905028,f33n21cc,topic7,0.001422143751,Electrical and Computer Engineering,"Low Delay, Low Complexity Multimode Tree Coding and Practical Rate Distortion Bounds for Speech",f39c6vcx,topic7,0.121699261,"Counseling, Clinical and School Psychology",Taking a leap to close the gap: Early academic success of low-income Latino/a children facing multiple risks,220,563
f33n21gq,907661,907662,f33n21gq,topic25,0.07640297253,Mechanical Engineering,Camera coordination for intruder detection in 1D environments,f3cz354v,topic25,0.05775214727999999,Chemical Engineering,Influences of Organic-Inorganic Surface Interactions on Crystallization in Liquid-Solid Systems,221,715
f33n21gq,909378,909379,f33n21gq,topic7,0.002690229935,Mechanical Engineering,Camera coordination for intruder detection in 1D environments,f3cz35bj,topic7,0.007149103136,Music,A Voice Cries Out in the Wilderness: The French Organ School Responds to the Second Vatican Council of the Catholic Church,221,719
f33n21gq,909191,909192,f33n21gq,topic7,0.002690229935,Mechanical Engineering,Camera coordination for intruder detection in 1D environments,f38p5xhz,topic7,0.002809523967,Physics,The Flavor Problem from Strings to the LHC,221,520
f33n21gq,908035,908036,f33n21gq,topic25,0.07640297253,Mechanical Engineering,Camera coordination for intruder detection in 1D environments,f3n58jhs,topic25,0.1198311006,Chemistry and Biochemistry,Insights into the Rational Design of Multi-Functional Fullerene Systems for Application in Blended Heterojunction Organic Solar Cells,221,1145
f33n21gq,910034,910035,f33n21gq,topic7,0.002690229935,Mechanical Engineering,Camera coordination for intruder detection in 1D environments,f3st7n0q,topic7,0.03057875152,Comparative Literature,A Very Modern Mystery : Investigating Community in Detective Fiction from Poe to Pynchon,221,1424
f33n21h5,911452,911453,f33n21h5,topic25,0.0350748888,Latin American and Iberian Studies,Venimos a Triunfar! A Discourse Analysis of Spanish Language Radio Piolin por la Manana,f3mk6b2j,topic25,0.04231180348,Physics,Search for supersymmetry at CMS in events with b-tagged jets and missing transverse energy at 8 TeV / by Kristen Flowers,222,1114
f33n21h5,911664,911665,f33n21h5,topic25,0.0350748888,Latin American and Iberian Studies,Venimos a Triunfar! A Discourse Analysis of Spanish Language Radio Piolin por la Manana,f3rr1wc8,topic25,0.061120287239999994,Global and International Studies,Universities as Global Actors in the Apparel Supply Chain: The Designated Suppliers Program,222,1355
f33n21h5,910665,910666,f33n21h5,topic14,0.09763178833999998,Latin American and Iberian Studies,Venimos a Triunfar! A Discourse Analysis of Spanish Language Radio Piolin por la Manana,f3xs5scf,topic14,0.0463874125,Education,From Si Se Puede to Echale Ganas: Transforming the Life Narrative of Migrant Students through Debate Tournaments,222,1660
f33n21h5,911819,911820,f33n21h5,topic25,0.0350748888,Latin American and Iberian Studies,Venimos a Triunfar! A Discourse Analysis of Spanish Language Radio Piolin por la Manana,f3vh5m02,topic25,0.3341604861,Computer Science,Enabling Wide-Scale Computer Science Education through Improved Automated Assessment Tools,222,1525
f33n21h5,913098,913099,f33n21h5,topic7,0.001235024145,Latin American and Iberian Studies,Venimos a Triunfar! A Discourse Analysis of Spanish Language Radio Piolin por la Manana,f3r49nwx,topic7,0.2471958004,Political Science,Influences on legislative behavior: Party unity and legislative careers in Mexico,222,1320
f33n21k2,915520,915521,f33n21k2,topic25,0.21263374280000003,Chemistry and Biochemistry,Design principles for oxide thermoelectric materials,f3ng4ntn,topic25,0.054038026579999995,Chemistry,"Advances in organic synthesis via micellar catalysis using benign ""designer"" surfactants",223,1167
f33n21k2,914269,914270,f33n21k2,topic19,0.03303472864,Chemistry and Biochemistry,Design principles for oxide thermoelectric materials,f3n58jhs,topic19,0.000437,Chemistry and Biochemistry,Insights into the Rational Design of Multi-Functional Fullerene Systems for Application in Blended Heterojunction Organic Solar Cells,223,1145
f33n21k2,916569,916570,f33n21k2,topic9,0.38180233560000004,Chemistry and Biochemistry,Design principles for oxide thermoelectric materials,f3td9vhv,topic9,0.006451174399,Religious Studies,"The Commodification of Buddhist Objects in Amdo, Tibet, China",223,1461
f33n21k2,915415,915416,f33n21k2,topic25,0.21263374280000003,Chemistry and Biochemistry,Design principles for oxide thermoelectric materials,f3kk98pm,topic25,0.16663056710000002,Biomolecular Science and Engineering,From Single Molecules to Networks: Studying Biopolymers with Magnetic Tweezers,223,1050
f33n21k2,915781,915782,f33n21k2,topic25,0.21263374280000003,Chemistry and Biochemistry,Design principles for oxide thermoelectric materials,f3th8jwq,topic25,0.04319956194,Electrical and Computer Engineering,Heterogeneous Integration for Reduced Phase Noise and Improved Reliability of Semiconductor Lasers,223,1466
f33r0qrv,920649,920650,f33r0qrv,topic7,0.030337240160000004,Marine Science,"Methods for Mapping Chlorophyll Biomass Distributions Below the Euphotic Zone in the Santa Barbara Channel, California",f3vm496p,topic7,0.08459578451,Global and International Studies,"The Global Potentials for Humanized Birth---Birth Stories from the Yayasan Bumi Sehat Birth Clinic in Bali, Indonesia",224,1527
f33r0qrv,917747,917748,f33r0qrv,topic2,0.5422101623,Marine Science,"Methods for Mapping Chlorophyll Biomass Distributions Below the Euphotic Zone in the Santa Barbara Channel, California",f3ws8t2n,topic2,0.01733924131,Theater Studies,"Wings Well Braced with Bone : Ibsen, Gender, and the Norse Sagas",224,1603
f33r0qrv,918060,918061,f33r0qrv,topic25,0.0014089582269999998,Marine Science,"Methods for Mapping Chlorophyll Biomass Distributions Below the Euphotic Zone in the Santa Barbara Channel, California",f39k487d,topic25,0.0014829997920000001,Art History,Making Reflections/Reflecting Making: Clara Peeters and the Representation of Early Modern Authorship,224,574
f33r0qrv,916914,916915,f33r0qrv,topic19,0.0005,Marine Science,"Methods for Mapping Chlorophyll Biomass Distributions Below the Euphotic Zone in the Santa Barbara Channel, California",f3cj8bfq,topic19,0.000699,Sociology,The Pleasure Gap: A Sociological Analysis of Evaluating Female Pleasure in Pornography,224,691
f33r0qrv,917542,917543,f33r0qrv,topic19,0.0005,Marine Science,"Methods for Mapping Chlorophyll Biomass Distributions Below the Euphotic Zone in the Santa Barbara Channel, California",f3wq01rc,topic19,0.00045999999999999996,Physics,Gas Circulation in Major Mergers of Gas Rich Galaxies,224,1592
